OaSIS profile code,Workplace/employer name,Profile name
22100.02,Research and development laboratories,Chemical technicians
22100.02,"Utilities, health, education and government establishments",Chemical technicians
22101.01,Consulting geology and engineering firms,Geological and mineral technologists
22101.01,Education institutions,Geological and mineral technologists
22101.01,Governments,Geological and mineral technologists
22101.01,"Manufacturing, construction and utilities companies",Geological and mineral technologists
22101.01,Petroleum and mining companies,Geological and mineral technologists
22101.02,Consulting geology and engineering firms,Geological and mineral technicians
22101.02,Education institutions,Geological and mineral technicians
22101.02,Governments,Geological and mineral technicians
22101.02,"Manufacturing, construction and utilities companies",Geological and mineral technicians
22101.02,Petroleum and mining companies,Geological and mineral technicians
22110.01,Biotechnology companies,Biological technologists
22110.01,Chemical and pharmaceutical companies,Biological technologists
22110.01,Education institutions,Biological technologists
22110.01,Environmental consulting firms,Biological technologists
22110.01,Governments,Biological technologists
22110.01,Health institutions,Biological technologists
22110.01,Manufacturers of food products,Biological technologists
22110.01,Research institutions,Biological technologists
22110.01,Resource and utilities companies,Biological technologists
22110.02,Biotechnology companies,Biological technicians
22110.02,Chemical and pharmaceutical companies,Biological technicians
22110.02,Education institutions,Biological technicians
22110.02,Environmental consulting firms,Biological technicians
22110.02,Governments,Biological technicians
22110.02,Health institutions,Biological technicians
22110.02,Manufacturers of food products,Biological technicians
22110.02,Research institutions,Biological technicians
22110.02,Resource and utilities companies,Biological technicians
22111.01,Government departments and agencies,Fish and fish products inspectors
22111.01,Private sector food processing companies,Fish and fish products inspectors
22111.02,Government departments and agencies,Fruit and vegetables inspectors
22111.02,Private sector food processing companies,Fruit and vegetables inspectors
22111.03,Government departments and agencies,Grain inspectors
22111.03,Private sector food processing companies,Grain inspectors
22111.04,Government departments and agencies,Meat inspectors
22111.04,Private sector food processing companies,Meat inspectors
22111.05,Government departments and agencies,Plant protection inspectors
22111.05,Private sector food processing companies,Plant protection inspectors
22112.00,Consulting firms,Forestry technologists and technicians
22112.00,Federal government,Forestry technologists and technicians
22112.00,Forest industry,Forestry technologists and technicians
22112.00,Provincial government,Forestry technologists and technicians
22112.00,Self-employed,Forestry technologists and technicians
22113.00,Federal government departments,Conservation and fishery officers
22113.00,Provincial government departments,Conservation and fishery officers
22114.01,Golf courses,Arborists and tree service technicians
22114.01,Landscape designers and contractors,Arborists and tree service technicians
22114.01,Lawn service and tree care establishments,Arborists and tree service technicians
22114.01,"Municipal, provincial and national parks",Arborists and tree service technicians
22114.01,Nurseries and greenhouses,Arborists and tree service technicians
22114.01,Self-employed,Arborists and tree service technicians
22114.02,Golf courses,Golf course superintendents
22114.02,Self-employed,Golf course superintendents
22114.03,Landscape designers and contractors,Horticulturists
22114.03,Lawn service and tree care establishments,Horticulturists
22114.03,"Municipal, provincial and national parks",Horticulturists
22114.03,Nurseries and greenhouses,Horticulturists
22114.03,Self-employed,Horticulturists
22114.04,Landscape designers and contractors,Landscape designers and landscape architectural technicians and technologists
22114.04,Lawn service and tree care establishments,Landscape designers and landscape architectural technicians and technologists
22114.04,"Municipal, provincial and national parks",Landscape designers and landscape architectural technicians and technologists
22114.04,Nurseries and greenhouses,Landscape designers and landscape architectural technicians and technologists
22114.04,Self-employed,Landscape designers and landscape architectural technicians and technologists
22114.05,Golf courses,Landscape gardeners
22114.05,Landscape designers and contractors,Landscape gardeners
22114.05,Lawn service and tree care establishments,Landscape gardeners
22114.05,"Municipal, provincial and national parks",Landscape gardeners
22114.05,Nurseries and greenhouses,Landscape gardeners
22114.05,Self-employed,Landscape gardeners
22114.06,Golf courses,Landscapers
22114.06,Landscape designers and contractors,Landscapers
22114.06,Lawn service and tree care establishments,Landscapers
22114.06,"Municipal, provincial and national parks",Landscapers
22114.06,Nurseries and greenhouses,Landscapers
22114.06,Self-employed,Landscapers
22114.07,Golf courses,Lawn care specialists
22114.07,Landscape designers and contractors,Lawn care specialists
